type,unit_id,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_0_time_elapsed,q_1_farmers_question,q_1_farmers_value,q_1_time_elapsed,q_2_marks_question,q_2_marks_value,q_2_time_elapsed,q_3_athletics_question,q_3_athletics_value,q_3_time_elapsed,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_url,doc_accesses,doc_time_elapsed
correct_true_5,unit_36,1,19-25,Some college (etc.),"10,000 to less than 20,000",Liberal,Democrat,Disagree,Agree,107.64,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,99.55,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,26.66,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,29.27,7.0,true_doc7,Whole of Italy goes into quarantine,Blog Post,10/3/2020,Bloggers,5.0,True,5.0,https://www.bloomberg.com/news/articles/2020-03-09/italy-to-extend-lockdown-nationwide-after-virus-spreads,1.0,112.6
correct_true_5,unit_37,1,26-35,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,37.55,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.33,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,33.1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,64.89,1.0,true_doc7,Whole of Italy goes into quarantine,Blog Post,10/3/2020,Bloggers,5.0,True,4.0,https://www.npr.org/sections/goatsandsoda/2020/03/09/813791575/italy-expands-quarantine-measures-nationwide-to-stem-spread-of-coronavirus,1.0,122.23
correct_true_5,unit_6,1,26-35,Postgrad. or professional degree (etc.),"100,000 to less than 150,000",Conservative,Republican,Agree,Agree,31.63,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,36.37,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,14.92,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,27.06,4.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,5.0,https://247sports.com/college/texas-tech/board/102960/Contents/why-did-trump-send-18-tons-of-medical-equipment-to-china-145529702/,1.0,170.72
correct_true_5,unit_84,1,19-25,4 year college/bachelor degree,"20,000 to less than 30,000",Very liberal,Democrat,Disagree,Agree,26.58,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.95,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,28.1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,20.82,2.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,4.0,https://time.com/5805579/utah-jazz-coronavirus-testing/,1.0,123.66
correct_true_5,unit_97,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,21.72,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,676.89,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,14.85,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,29.37,5.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,4.0,https://bgr.com/2020/03/17/coronavirus-impact-spectrum-free-internet-students/,1.0,308.64
correct_true_5,unit_47,1,26-35,Some college (etc.),"30,000 to less than 40,000",Moderate,Independent,Agree,Agree,33.89,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,57.99,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,76.31,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,88.74,1.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,4.0,https://www.facebook.com/senatortoomey/videos/874347679680544/,1.0,252.57
correct_true_5,unit_38,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Republican,No opinion either way,Agree,40.06,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,43.05,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,89.71,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,45.89,4.0,true_doc7,Whole of Italy goes into quarantine,Blog Post,10/3/2020,Bloggers,5.0,True,4.0,https://www.wantedinrome.com/news/coronavirus-whole-of-italy-goes-into-lock-down.html,1.0,60.67
correct_true_5,unit_81,1,36-50,Some college (etc.),"Less than 10,000",Liberal,Democrat,Disagree,No opinion either way,44.13,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,83.57,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,33.75,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,77.81,6.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,4.0,https://www.syracuse.com/coronavirus/2020/03/celebrities-get-coronavirus-tests-even-without-symptoms-raising-concerns-of-inequality.html,1.0,301.44
correct_true_5,unit_88,1,50-80,"Postgrad. or professional schooling, no degree","100,000 to less than 150,000",Very liberal,Democrat,Disagree,Agree,26.44,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,28.28,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,11.67,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,15.81,4.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,5.0,https://ftw.usatoday.com/2020/03/coronavirus-testing-kits-utah-jazz-rudy-gobert-nba-season-postponed,1.0,437.94
correct_true_5,unit_3,1,50-80,Some college (etc.),"30,000 to less than 40,000",Conservative,Republican,Agree,Disagree,22.2,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,25.23,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,36.53,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,31.92,2.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,5.0,https://www.wthr.com/article/verify-yes-us-sent-about-18-tons-medical-supplies-china-early-february,1.0,174.84
correct_true_5,unit_43,1,36-50,Some college (etc.),"30,000 to less than 40,000",Moderate,Democrat,No opinion either way,Agree,33.18,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,21.96,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,20.44,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,39.47,6.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,5.0,https://www.latimes.com/science/story/2020-03-24/to-wear-a-mask-or-not-experts-weigh-in-on-coronavirus-protection-questions,1.0,96.05
correct_true_5,unit_83,1,50-80,4 year college/bachelor degree,"30,000 to less than 40,000",Very conservative,Independent,Agree,Agree,35.43,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,19.03,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,32.07,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,81.62,1.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,3.0,https://www.deseret.com/entertainment/2020/3/19/21187435/celebrities-get-virus-tests-raising-concerns-of-inequality,1.0,79.33
correct_true_5,unit_44,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Independent,Agree,Agree,33.07,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,38.29,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,78.41,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,87.93,1.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,3.0,https://www.inquirer.com/politics/coronavirus-face-mask-toomey-cdc-true-false-20200404.html,1.0,327.61
correct_true_5,unit_82,1,19-25,Some college (etc.),"100,000 to less than 150,000",Liberal,Democrat,Disagree,Agree,31.08,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.34,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,18.23,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,31.31,6.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,5.0,https://www.thedailybeast.com/how-did-the-nba-push-through-58-coronavirus-tests-for-the-utah-jazz-when-almost-no-one-else-can-get-them,2.0,170.24
correct_true_5,unit_9,1,50-80,Postgrad. or professional degree (etc.),"30,000 to less than 40,000",Liberal,Democrat,Agree,No opinion either way,39.57,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,32.27,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,20.72,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,29.38,3.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,5.0,https://www.snopes.com/fact-check/us-tons-ppe-china/,1.0,208.37
correct_true_5,unit_5,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Democrat,Agree,Agree,29.91,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,21.83,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,22.47,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,34.63,4.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,5.0,https://dnyuz.com/2020/03/30/trump-admin-sent-medical-gear-to-china-while-he-minimized-the-virus-threat-to-us/,1.0,184.94
correct_true_5,unit_85,1,19-25,Some college (etc.),"Less than 10,000",Very liberal,Democrat,Disagree,Agree,61.61,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,79.79,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,138.22,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,94.45,3.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,4.0,https://www.mass.gov/info-details/covid-19-testing,1.0,270.81
correct_true_5,unit_98,1,50-80,Postgrad. or professional degree (etc.),"75,000 to less than 100,000",Moderate,Independent,Agree,No opinion either way,25.95,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,57.42,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,42.48,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,34.63,6.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,4.0,https://bgr.com/2020/03/17/coronavirus-impact-spectrum-free-internet-students/,1.0,104.85
correct_true_5,unit_99,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Republican,Agree,Disagree,30.91,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,33.33,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,14.18,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,14.69,5.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,5.0,https://www.msn.com/en-us/news/technology/spectrum-to-offer-students-free-internet-amid-covid-19-school-closures/ar-BB11gv5h,1.0,127.48
correct_true_5,unit_1,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Conservative,Independent,Agree,Agree,47.23,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,11.36,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,11.37,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,28.42,6.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,5.0,https://www.facebook.com/groups/RESISTLOUDER/,1.0,122.79
wrong_false_5,unit_50,1,50-80,Some college (etc.),"20,000 to less than 30,000",Liberal,Democrat,Disagree,Agree,32.12,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,149.2,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,28.14,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,36.93,0.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donï½t knowï½to be with people they donï½t knowï½ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,1.0,https://www.factcheck.org/2020/03/meme-misleads-on-hospital-visits-to-children-with-covid-19/,1.0,335.53
wrong_false_5,unit_25,1,19-25,High school graduate or GED (etc.),"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,28.78,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,18.62,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,19.08,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,16.91,0.0,pants-on-fire_doc2,We inherited a broken testï½ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,1.0,https://www.nbcnews.com/health/health-news/live-blog/2020-04-03-coronavirus-news-n1175641/ncrd1176471,1.0,134.27
wrong_false_5,unit_23,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Liberal,Republican,Disagree,Agree,31.6,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,62.24,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,52.35,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,119.11,7.0,pants-on-fire_doc2,We inherited a broken testï½ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,5.0,https://www.nbcnews.com/health/health-news/live-blog/2020-04-03-coronavirus-news-n1175641/ncrd1176471,2.0,29.7
wrong_false_5,unit_33,1,19-25,Some college (etc.),"100,000 to less than 150,000",Conservative,Republican,Agree,Agree,25.79,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,140.47,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,30.96,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,36.75,3.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusï½,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,1.0,https://www.msn.com/en-us/health/medical/coronavirus-causing-hair-supply-shortage-from-china-is-it-safe/ar-BB10xRWg,1.0,220.59
wrong_false_5,unit_30,3,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Moderate,Independent,Disagree,No opinion either way,31.11,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,272.44,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,54.9,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,55.72,3.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusï½,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,1.0,https://www.foxnews.com/health/packages-coronavirus-china-safe-to-handle,1.0,401.01
wrong_false_5,unit_73,1,19-25,4 year college/bachelor degree,"100,000 to less than 150,000",Very liberal,Independent,Disagree,Agree,22.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,70.05,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,27.82,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,124.42,5.0,pants-on-fire_doc7,This particular pandemic is one where I donï½t think nationwide thereï½s been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,4.0,https://www.thedenverchannel.com/news/national/coronavirus/youth-dies-of-covid-19-in-california-believed-to-be-first-juvenile-death-in-us,1.0,167.52
wrong_false_5,unit_11,1,26-35,Postgrad. or professional degree (etc.),"150,000 or more",Very liberal,Democrat,Disagree,Agree,26.06,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,22.59,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,12.09,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,27.16,4.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,2.0,https://www.healthline.com/health-news/how-deadly-is-the-coronavirus-compared-to-past-outbreaks,1.0,546.27
wrong_false_5,unit_21,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Republican,Agree,Agree,50.71,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,24.49,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,11.49,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,38.21,4.0,pants-on-fire_doc2,We inherited a broken testï½ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,3.0,https://www.wral.com/coronavirus/fact-check-did-trump-inherit-a-broken-covid-19-test/19054099/,1.0,33.46
wrong_false_5,unit_18,1,19-25,Some college (etc.),"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,25.3,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,10.72,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,18.11,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,14.18,6.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,0.0,https://www.coronavirus.in.gov/,2.0,74.39
wrong_false_5,unit_55,1,36-50,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Democrat,Agree,Agree,39.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,42.08,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,20.93,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,56.43,4.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,5.0,https://uk.news.yahoo.com/coronavirus-children-hospital-fake-news-133421017.html,1.0,30.82
wrong_false_5,unit_78,1,36-50,4 year college/bachelor degree,"75,000 to less than 100,000",Moderate,Republican,Disagree,Agree,81.27,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,45.77,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,25.16,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,114.15,6.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,5.0,https://politicalwire.com/2020/04/09/desantis-thinks-virus-doesnt-impact-young-people/,2.0,108.9
wrong_false_5,unit_27,1,26-35,Some college (etc.),"50,000 to less than 75,000",Conservative,Republican,Disagree,Agree,21.2,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,18.36,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,49.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,91.36,7.0,pants-on-fire_doc2,We inherited a broken testï½ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,4.0,https://www.factcheck.org/2020/04/trumps-spin-on-broken-testing/,1.0,172.7
wrong_false_5,unit_15,1,26-35,"Postgrad. or professional schooling, no degree","100,000 to less than 150,000",Conservative,Republican,Disagree,Agree,34.62,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,30.64,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,31.25,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,36.2,6.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,0.0,https://www.metafilter.com/186034/StayTheFuckHome-A-Movement-to-Stop-the-COVID-19-Pandemic,1.0,165.64
wrong_false_5,unit_13,1,36-50,4 year college/bachelor degree,"100,000 to less than 150,000",Liberal,Democrat,Disagree,Agree,42.02,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,28.24,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,18.01,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,48.74,4.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,1.0,https://www.cdc.gov/h1n1flu/estimates_2009_h1n1.htm,1.0,444.73
wrong_false_5,unit_22,1,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Moderate,Democrat,Agree,Agree,65.58,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,79.59,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,46.18,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,80.88,4.0,pants-on-fire_doc2,We inherited a broken testâ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,4.0,https://en.wikipedia.org/wiki/Wikipedia:Village_pump_(technical)/Archive_123,1.0,47.98
wrong_false_5,unit_75,1,50-80,Some college (etc.),"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,33.67,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,38.87,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,18.95,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,21.62,3.0,pants-on-fire_doc7,This particular pandemic is one where I donï½t think nationwide thereï½s been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,1.0,https://www.cnn.com/videos/politics/2020/04/10/ron-desantis-sot-false-claim-coronavirus-has-not-killed-anyone-under-25-ctn-vpx.cnn,1.0,236.53
wrong_false_5,unit_10,1,26-35,Some college (etc.),"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,49.13,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,35.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,18.54,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,63.35,3.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,3.0,https://www.reuters.com/article/us-health-coronavirus-autos-uaw/detroit-automakers-idle-u-s-plants-to-combat-coronavirus-outbreak-idUSKBN2152Z8,1.0,658.23
wrong_false_5,unit_51,1,26-35,Some college (etc.),"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,39.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,109.53,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,43.49,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,66.41,1.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donï½t knowï½to be with people they donï½t knowï½ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,0.0,https://www.factcheck.org/2020/03/meme-misleads-on-hospital-visits-to-children-with-covid-19/,1.0,205.54
wrong_false_5,unit_32,1,26-35,4 year college/bachelor degree,"100,000 to less than 150,000",Moderate,Republican,Agree,Disagree,21.52,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,29.92,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,27.61,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,60.82,3.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusï½,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,2.0,https://www.hypehair.com/330879/coronavirus-hair-beauty-industry/,1.0,146.94
