file,type,value,rate
correct_false_politifact_5,doc_neutrality_value,-1.0,0.16
correct_false_politifact_5,doc_neutrality_value,0.0,0.14
correct_false_politifact_5,doc_neutrality_value,1.0,0.16
correct_false_politifact_5,doc_neutrality_value,2.0,0.16
correct_true_abc_5,doc_neutrality_value,-2.0,0.08
correct_true_abc_5,doc_neutrality_value,-1.0,0.12
correct_true_abc_5,doc_neutrality_value,0.0,0.2
correct_true_abc_5,doc_neutrality_value,1.0,0.46
correct_true_abc_5,doc_neutrality_value,2.0,0.14
correct_true_all_10,doc_neutrality_value,-2.0,0.05
correct_true_all_10,doc_neutrality_value,-1.0,0.1
correct_true_all_10,doc_neutrality_value,0.0,0.21
correct_true_all_10,doc_neutrality_value,1.0,0.4
correct_true_all_10,doc_neutrality_value,2.0,0.24
correct_true_politifact_5,doc_neutrality_value,-2.0,0.02
correct_true_politifact_5,doc_neutrality_value,-1.0,0.08
correct_true_politifact_5,doc_neutrality_value,0.0,0.22
correct_true_politifact_5,doc_neutrality_value,1.0,0.34
correct_true_politifact_5,doc_neutrality_value,2.0,0.34
wrong_false_abc_5,doc_neutrality_value,-2.0,0.1
wrong_false_abc_5,doc_neutrality_value,-1.0,0.26
wrong_false_abc_5,doc_neutrality_value,0.0,0.26
wrong_false_abc_5,doc_neutrality_value,1.0,0.3
wrong_false_abc_5,doc_neutrality_value,2.0,0.08
wrong_false_all_10,doc_neutrality_value,-2.0,0.09
wrong_false_all_10,doc_neutrality_value,-1.0,0.24
wrong_false_all_10,doc_neutrality_value,0.0,0.24
wrong_false_all_10,doc_neutrality_value,1.0,0.32
wrong_false_all_10,doc_neutrality_value,2.0,0.1
wrong_false_politifact_5,doc_neutrality_value,-2.0,0.06
wrong_false_politifact_5,doc_neutrality_value,-1.0,0.18
wrong_false_politifact_5,doc_neutrality_value,0.0,0.22
wrong_false_politifact_5,doc_neutrality_value,1.0,0.4
wrong_false_politifact_5,doc_neutrality_value,2.0,0.14
wrong_true_abc_5,doc_neutrality_value,-2.0,0.08
wrong_true_abc_5,doc_neutrality_value,-1.0,0.28
wrong_true_abc_5,doc_neutrality_value,0.0,0.14
wrong_true_abc_5,doc_neutrality_value,1.0,0.38
wrong_true_abc_5,doc_neutrality_value,2.0,0.12
wrong_true_all_10,doc_neutrality_value,-2.0,0.12
wrong_true_all_10,doc_neutrality_value,-1.0,0.15
wrong_true_all_10,doc_neutrality_value,0.0,0.22
wrong_true_all_10,doc_neutrality_value,1.0,0.36
wrong_true_all_10,doc_neutrality_value,2.0,0.15
wrong_true_politifact_5,doc_neutrality_value,-2.0,0.12
wrong_true_politifact_5,doc_neutrality_value,-1.0,0.18
wrong_true_politifact_5,doc_neutrality_value,0.0,0.32
wrong_true_politifact_5,doc_neutrality_value,1.0,0.3
wrong_true_politifact_5,doc_neutrality_value,2.0,0.08
correct_false_abc_5,doc_comprehensibility_value,-2.0,0.04
correct_false_abc_5,doc_comprehensibility_value,-1.0,0.1
correct_false_abc_5,doc_comprehensibility_value,0.0,0.22
correct_false_abc_5,doc_comprehensibility_value,1.0,0.4
correct_false_abc_5,doc_comprehensibility_value,2.0,0.26
correct_false_all_10,doc_comprehensibility_value,-2.0,0.04
correct_false_all_10,doc_comprehensibility_value,-1.0,0.08
correct_false_all_10,doc_comprehensibility_value,0.0,0.15
correct_false_all_10,doc_comprehensibility_value,1.0,0.48
correct_false_all_10,doc_comprehensibility_value,2.0,0.26
correct_false_politifact_5,doc_comprehensibility_value,-2.0,0.04
correct_false_politifact_5,doc_comprehensibility_value,-1.0,0.06
correct_false_politifact_5,doc_comprehensibility_value,0.0,0.08
correct_false_politifact_5,doc_comprehensibility_value,1.0,0.56
correct_false_politifact_5,doc_comprehensibility_value,2.0,0.26
correct_true_abc_5,doc_comprehensibility_value,-2.0,0.02
correct_true_abc_5,doc_comprehensibility_value,-1.0,0.06
correct_true_abc_5,doc_comprehensibility_value,0.0,0.12
correct_true_abc_5,doc_comprehensibility_value,1.0,0.36
correct_true_abc_5,doc_comprehensibility_value,2.0,0.44
correct_true_all_10,doc_comprehensibility_value,-2.0,0.02
correct_true_all_10,doc_comprehensibility_value,-1.0,0.05
correct_true_all_10,doc_comprehensibility_value,0.0,0.09
correct_true_all_10,doc_comprehensibility_value,1.0,0.39
correct_true_all_10,doc_comprehensibility_value,2.0,0.45
correct_true_politifact_5,doc_comprehensibility_value,-2.0,0.02
correct_true_politifact_5,doc_comprehensibility_value,-1.0,0.04
correct_true_politifact_5,doc_comprehensibility_value,0.0,0.06
correct_true_politifact_5,doc_comprehensibility_value,1.0,0.42
correct_true_politifact_5,doc_comprehensibility_value,2.0,0.46
wrong_false_abc_5,doc_comprehensibility_value,-1.0,0.08
wrong_false_abc_5,doc_comprehensibility_value,0.0,0.14
wrong_false_abc_5,doc_comprehensibility_value,1.0,0.5
wrong_false_abc_5,doc_comprehensibility_value,2.0,0.28
wrong_false_all_10,doc_comprehensibility_value,-2.0,0.02
wrong_false_all_10,doc_comprehensibility_value,-1.0,0.07
wrong_false_all_10,doc_comprehensibility_value,0.0,0.14
wrong_false_all_10,doc_comprehensibility_value,1.0,0.45
wrong_false_all_10,doc_comprehensibility_value,2.0,0.31
wrong_false_politifact_5,doc_comprehensibility_value,-2.0,0.04
wrong_false_politifact_5,doc_comprehensibility_value,-1.0,0.04
wrong_false_politifact_5,doc_comprehensibility_value,0.0,0.14
wrong_false_politifact_5,doc_comprehensibility_value,1.0,0.48
wrong_false_politifact_5,doc_comprehensibility_value,2.0,0.3
wrong_true_abc_5,doc_comprehensibility_value,-2.0,0.02
wrong_true_abc_5,doc_comprehensibility_value,-1.0,0.18
wrong_true_abc_5,doc_comprehensibility_value,0.0,0.14
wrong_true_abc_5,doc_comprehensibility_value,1.0,0.42
wrong_true_abc_5,doc_comprehensibility_value,2.0,0.24
wrong_true_all_10,doc_comprehensibility_value,-2.0,0.04
wrong_true_all_10,doc_comprehensibility_value,-1.0,0.05
wrong_true_all_10,doc_comprehensibility_value,0.0,0.11
wrong_true_all_10,doc_comprehensibility_value,1.0,0.53
wrong_true_all_10,doc_comprehensibility_value,2.0,0.27
wrong_true_politifact_5,doc_comprehensibility_value,-2.0,0.04
wrong_true_politifact_5,doc_comprehensibility_value,-1.0,0.04
wrong_true_politifact_5,doc_comprehensibility_value,0.0,0.14
wrong_true_politifact_5,doc_comprehensibility_value,1.0,0.58
wrong_true_politifact_5,doc_comprehensibility_value,2.0,0.2
correct_false_abc_5,doc_precision_value,-2.0,0.06
correct_false_abc_5,doc_precision_value,-1.0,0.2
correct_false_abc_5,doc_precision_value,0.0,0.24
correct_false_abc_5,doc_precision_value,1.0,0.26
correct_false_abc_5,doc_precision_value,2.0,0.26
correct_false_all_10,doc_precision_value,-2.0,0.06
correct_false_all_10,doc_precision_value,-1.0,0.14
correct_false_all_10,doc_precision_value,0.0,0.19
correct_false_all_10,doc_precision_value,1.0,0.38
correct_false_all_10,doc_precision_value,2.0,0.24
correct_false_politifact_5,doc_precision_value,-2.0,0.06
correct_false_politifact_5,doc_precision_value,-1.0,0.08
correct_false_politifact_5,doc_precision_value,0.0,0.14
correct_false_politifact_5,doc_precision_value,1.0,0.5
correct_false_politifact_5,doc_precision_value,2.0,0.22
correct_true_abc_5,doc_precision_value,-1.0,0.12
correct_true_abc_5,doc_precision_value,0.0,0.16
correct_true_abc_5,doc_precision_value,1.0,0.48
correct_true_abc_5,doc_precision_value,2.0,0.24
correct_true_all_10,doc_precision_value,-2.0,0.01
correct_true_all_10,doc_precision_value,-1.0,0.07
correct_true_all_10,doc_precision_value,0.0,0.18
correct_true_all_10,doc_precision_value,1.0,0.44
correct_true_all_10,doc_precision_value,2.0,0.3
correct_true_politifact_5,doc_precision_value,-2.0,0.02
correct_true_politifact_5,doc_precision_value,-1.0,0.02
correct_true_politifact_5,doc_precision_value,0.0,0.2
correct_true_politifact_5,doc_precision_value,1.0,0.4
correct_true_politifact_5,doc_precision_value,2.0,0.36
wrong_false_abc_5,doc_precision_value,-2.0,0.04
wrong_false_abc_5,doc_precision_value,-1.0,0.06
wrong_false_abc_5,doc_precision_value,0.0,0.22
wrong_false_abc_5,doc_precision_value,1.0,0.4
wrong_false_abc_5,doc_precision_value,2.0,0.28
wrong_false_all_10,doc_precision_value,-2.0,0.05
wrong_false_all_10,doc_precision_value,-1.0,0.08
wrong_false_all_10,doc_precision_value,0.0,0.18
wrong_false_all_10,doc_precision_value,1.0,0.41
wrong_false_all_10,doc_precision_value,2.0,0.27
wrong_false_politifact_5,doc_precision_value,-2.0,0.02
wrong_false_politifact_5,doc_precision_value,-1.0,0.08
wrong_false_politifact_5,doc_precision_value,0.0,0.14
wrong_false_politifact_5,doc_precision_value,1.0,0.52
wrong_false_politifact_5,doc_precision_value,2.0,0.24
wrong_true_abc_5,doc_precision_value,-2.0,0.02
wrong_true_abc_5,doc_precision_value,-1.0,0.16
wrong_true_abc_5,doc_precision_value,0.0,0.16
wrong_true_abc_5,doc_precision_value,1.0,0.48
wrong_true_abc_5,doc_precision_value,2.0,0.18
wrong_true_all_10,doc_precision_value,-2.0,0.06
wrong_true_all_10,doc_precision_value,-1.0,0.14
wrong_true_all_10,doc_precision_value,0.0,0.12
wrong_true_all_10,doc_precision_value,1.0,0.52
wrong_true_all_10,doc_precision_value,2.0,0.16
wrong_true_politifact_5,doc_precision_value,-2.0,0.06
wrong_true_politifact_5,doc_precision_value,-1.0,0.18
wrong_true_politifact_5,doc_precision_value,0.0,0.12
wrong_true_politifact_5,doc_precision_value,1.0,0.5
wrong_true_politifact_5,doc_precision_value,2.0,0.14
correct_false_abc_5,doc_completeness_value,-2.0,0.14
correct_false_abc_5,doc_completeness_value,-1.0,0.26
correct_false_abc_5,doc_completeness_value,0.0,0.24
correct_false_abc_5,doc_completeness_value,1.0,0.24
correct_false_abc_5,doc_completeness_value,2.0,0.14
correct_false_all_10,doc_completeness_value,-2.0,0.14
correct_false_all_10,doc_completeness_value,-1.0,0.26
correct_false_all_10,doc_completeness_value,0.0,0.2
correct_false_all_10,doc_completeness_value,1.0,0.26
correct_false_all_10,doc_completeness_value,2.0,0.15
correct_false_politifact_5,doc_completeness_value,-2.0,0.14
correct_false_politifact_5,doc_completeness_value,-1.0,0.26
correct_false_politifact_5,doc_completeness_value,0.0,0.16
correct_false_politifact_5,doc_completeness_value,1.0,0.28
correct_false_politifact_5,doc_completeness_value,2.0,0.16
correct_true_abc_5,doc_completeness_value,-2.0,0.04
correct_true_abc_5,doc_completeness_value,-1.0,0.16
correct_true_abc_5,doc_completeness_value,0.0,0.24
correct_true_abc_5,doc_completeness_value,1.0,0.28
correct_true_abc_5,doc_completeness_value,2.0,0.28
correct_true_all_10,doc_completeness_value,-2.0,0.03
correct_true_all_10,doc_completeness_value,-1.0,0.14
correct_true_all_10,doc_completeness_value,0.0,0.24
correct_true_all_10,doc_completeness_value,1.0,0.33
correct_true_all_10,doc_completeness_value,2.0,0.26
correct_true_politifact_5,doc_completeness_value,-2.0,0.02
correct_true_politifact_5,doc_completeness_value,-1.0,0.12
correct_true_politifact_5,doc_completeness_value,0.0,0.24
correct_true_politifact_5,doc_completeness_value,1.0,0.38
correct_true_politifact_5,doc_completeness_value,2.0,0.24
wrong_false_abc_5,doc_completeness_value,-2.0,0.02
wrong_false_abc_5,doc_completeness_value,-1.0,0.2
wrong_false_abc_5,doc_completeness_value,0.0,0.3
wrong_false_abc_5,doc_completeness_value,1.0,0.3
wrong_false_abc_5,doc_completeness_value,2.0,0.18
wrong_false_all_10,doc_completeness_value,-2.0,0.06
wrong_false_all_10,doc_completeness_value,-1.0,0.19
wrong_false_all_10,doc_completeness_value,0.0,0.27
wrong_false_all_10,doc_completeness_value,1.0,0.3
wrong_false_all_10,doc_completeness_value,2.0,0.17
wrong_false_politifact_5,doc_completeness_value,-2.0,0.08
wrong_false_politifact_5,doc_completeness_value,-1.0,0.18
wrong_false_politifact_5,doc_completeness_value,0.0,0.2
wrong_false_politifact_5,doc_completeness_value,1.0,0.38
wrong_false_politifact_5,doc_completeness_value,2.0,0.16
wrong_true_abc_5,doc_completeness_value,-2.0,0.06
wrong_true_abc_5,doc_completeness_value,-1.0,0.24
wrong_true_abc_5,doc_completeness_value,0.0,0.22
wrong_true_abc_5,doc_completeness_value,1.0,0.36
wrong_true_abc_5,doc_completeness_value,2.0,0.12
wrong_true_all_10,doc_completeness_value,-2.0,0.11
wrong_true_all_10,doc_completeness_value,-1.0,0.18
wrong_true_all_10,doc_completeness_value,0.0,0.25
wrong_true_all_10,doc_completeness_value,1.0,0.32
wrong_true_all_10,doc_completeness_value,2.0,0.14
wrong_true_politifact_5,doc_completeness_value,-2.0,0.12
wrong_true_politifact_5,doc_completeness_value,-1.0,0.18
wrong_true_politifact_5,doc_completeness_value,0.0,0.34
wrong_true_politifact_5,doc_completeness_value,1.0,0.22
wrong_true_politifact_5,doc_completeness_value,2.0,0.14
correct_false_abc_5,doc_speaker's-trustworthiness_value,-2.0,0.2
correct_false_abc_5,doc_speaker's-trustworthiness_value,-1.0,0.24
correct_false_abc_5,doc_speaker's-trustworthiness_value,0.0,0.4
correct_false_abc_5,doc_speaker's-trustworthiness_value,1.0,0.14
correct_false_abc_5,doc_speaker's-trustworthiness_value,2.0,0.04
correct_false_all_10,doc_speaker's-trustworthiness_value,-2.0,0.19
correct_false_all_10,doc_speaker's-trustworthiness_value,-1.0,0.23
correct_false_all_10,doc_speaker's-trustworthiness_value,0.0,0.37
correct_false_all_10,doc_speaker's-trustworthiness_value,1.0,0.18
correct_false_all_10,doc_speaker's-trustworthiness_value,2.0,0.04
correct_false_politifact_5,doc_speaker's-trustworthiness_value,-2.0,0.18
correct_false_politifact_5,doc_speaker's-trustworthiness_value,-1.0,0.22
correct_false_politifact_5,doc_speaker's-trustworthiness_value,0.0,0.34
correct_false_politifact_5,doc_speaker's-trustworthiness_value,1.0,0.22
correct_false_politifact_5,doc_speaker's-trustworthiness_value,2.0,0.04
correct_true_abc_5,doc_speaker's-trustworthiness_value,-2.0,0.02
correct_true_abc_5,doc_speaker's-trustworthiness_value,-1.0,0.06
correct_true_abc_5,doc_speaker's-trustworthiness_value,0.0,0.26
correct_true_abc_5,doc_speaker's-trustworthiness_value,1.0,0.48
correct_true_abc_5,doc_speaker's-trustworthiness_value,2.0,0.18
correct_true_all_10,doc_speaker's-trustworthiness_value,-2.0,0.02
correct_true_all_10,doc_speaker's-trustworthiness_value,-1.0,0.07
correct_true_all_10,doc_speaker's-trustworthiness_value,0.0,0.26
correct_true_all_10,doc_speaker's-trustworthiness_value,1.0,0.44
correct_true_all_10,doc_speaker's-trustworthiness_value,2.0,0.21
correct_true_politifact_5,doc_speaker's-trustworthiness_value,-2.0,0.02
correct_true_politifact_5,doc_speaker's-trustworthiness_value,-1.0,0.08
correct_true_politifact_5,doc_speaker's-trustworthiness_value,0.0,0.26
correct_true_politifact_5,doc_speaker's-trustworthiness_value,1.0,0.4
correct_true_politifact_5,doc_speaker's-trustworthiness_value,2.0,0.24
wrong_false_abc_5,doc_speaker's-trustworthiness_value,-2.0,0.04
wrong_false_abc_5,doc_speaker's-trustworthiness_value,-1.0,0.06
wrong_false_abc_5,doc_speaker's-trustworthiness_value,0.0,0.42
wrong_false_abc_5,doc_speaker's-trustworthiness_value,1.0,0.3
wrong_false_abc_5,doc_speaker's-trustworthiness_value,2.0,0.18
wrong_false_all_10,doc_speaker's-trustworthiness_value,-2.0,0.06
wrong_false_all_10,doc_speaker's-trustworthiness_value,-1.0,0.07
wrong_false_all_10,doc_speaker's-trustworthiness_value,0.0,0.36
wrong_false_all_10,doc_speaker's-trustworthiness_value,1.0,0.32
wrong_false_all_10,doc_speaker's-trustworthiness_value,2.0,0.18
wrong_false_politifact_5,doc_speaker's-trustworthiness_value,-2.0,0.02
wrong_false_politifact_5,doc_speaker's-trustworthiness_value,-1.0,0.14
wrong_false_politifact_5,doc_speaker's-trustworthiness_value,0.0,0.28
wrong_false_politifact_5,doc_speaker's-trustworthiness_value,1.0,0.38
wrong_false_politifact_5,doc_speaker's-trustworthiness_value,2.0,0.18
wrong_true_abc_5,doc_speaker's-trustworthiness_value,-2.0,0.02
wrong_true_abc_5,doc_speaker's-trustworthiness_value,-1.0,0.12
wrong_true_abc_5,doc_speaker's-trustworthiness_value,0.0,0.44
wrong_true_abc_5,doc_speaker's-trustworthiness_value,1.0,0.28
wrong_true_abc_5,doc_speaker's-trustworthiness_value,2.0,0.14
wrong_true_all_10,doc_speaker's-trustworthiness_value,-2.0,0.08
wrong_true_all_10,doc_speaker's-trustworthiness_value,-1.0,0.17
wrong_true_all_10,doc_speaker's-trustworthiness_value,0.0,0.36
wrong_true_all_10,doc_speaker's-trustworthiness_value,1.0,0.27
wrong_true_all_10,doc_speaker's-trustworthiness_value,2.0,0.12
wrong_true_politifact_5,doc_speaker's-trustworthiness_value,-2.0,0.06
wrong_true_politifact_5,doc_speaker's-trustworthiness_value,-1.0,0.26
wrong_true_politifact_5,doc_speaker's-trustworthiness_value,0.0,0.28
wrong_true_politifact_5,doc_speaker's-trustworthiness_value,1.0,0.28
wrong_true_politifact_5,doc_speaker's-trustworthiness_value,2.0,0.12
correct_false_abc_5,doc_informativeness_value,-2.0,0.18
correct_false_abc_5,doc_informativeness_value,-1.0,0.22
correct_false_abc_5,doc_informativeness_value,0.0,0.28
correct_false_abc_5,doc_informativeness_value,1.0,0.28
correct_false_abc_5,doc_informativeness_value,2.0,0.06
correct_false_all_10,doc_informativeness_value,-2.0,0.13
correct_false_all_10,doc_informativeness_value,-1.0,0.2
correct_false_all_10,doc_informativeness_value,0.0,0.23
correct_false_all_10,doc_informativeness_value,1.0,0.36
correct_false_all_10,doc_informativeness_value,2.0,0.09
correct_false_politifact_5,doc_informativeness_value,-2.0,0.08
correct_false_politifact_5,doc_informativeness_value,-1.0,0.18
correct_false_politifact_5,doc_informativeness_value,0.0,0.18
correct_false_politifact_5,doc_informativeness_value,1.0,0.44
correct_false_politifact_5,doc_informativeness_value,2.0,0.12
correct_true_abc_5,doc_informativeness_value,-1.0,0.08
correct_true_abc_5,doc_informativeness_value,0.0,0.2
correct_true_abc_5,doc_informativeness_value,1.0,0.48
correct_true_abc_5,doc_informativeness_value,2.0,0.24
correct_true_all_10,doc_informativeness_value,-2.0,0.02
correct_true_all_10,doc_informativeness_value,-1.0,0.04
correct_true_all_10,doc_informativeness_value,0.0,0.18
correct_true_all_10,doc_informativeness_value,1.0,0.45
correct_true_all_10,doc_informativeness_value,2.0,0.31
correct_true_politifact_5,doc_informativeness_value,-2.0,0.04
correct_true_politifact_5,doc_informativeness_value,0.0,0.16
correct_true_politifact_5,doc_informativeness_value,1.0,0.42
correct_true_politifact_5,doc_informativeness_value,2.0,0.38
wrong_false_abc_5,doc_informativeness_value,-2.0,0.02
wrong_false_abc_5,doc_informativeness_value,-1.0,0.12
wrong_false_abc_5,doc_informativeness_value,0.0,0.24
wrong_false_abc_5,doc_informativeness_value,1.0,0.44
wrong_false_abc_5,doc_informativeness_value,2.0,0.18
wrong_false_all_10,doc_informativeness_value,-2.0,0.03
wrong_false_all_10,doc_informativeness_value,-1.0,0.11
wrong_false_all_10,doc_informativeness_value,0.0,0.23
wrong_false_all_10,doc_informativeness_value,1.0,0.41
wrong_false_all_10,doc_informativeness_value,2.0,0.21
wrong_false_politifact_5,doc_informativeness_value,-2.0,0.04
wrong_false_politifact_5,doc_informativeness_value,-1.0,0.1
wrong_false_politifact_5,doc_informativeness_value,0.0,0.22
wrong_false_politifact_5,doc_informativeness_value,1.0,0.42
wrong_false_politifact_5,doc_informativeness_value,2.0,0.22
wrong_true_abc_5,doc_informativeness_value,-2.0,0.02
wrong_true_abc_5,doc_informativeness_value,-1.0,0.22
wrong_true_abc_5,doc_informativeness_value,0.0,0.22
wrong_true_abc_5,doc_informativeness_value,1.0,0.46
wrong_true_abc_5,doc_informativeness_value,2.0,0.08
wrong_true_all_10,doc_informativeness_value,-2.0,0.05
wrong_true_all_10,doc_informativeness_value,-1.0,0.14
wrong_true_all_10,doc_informativeness_value,0.0,0.26
wrong_true_all_10,doc_informativeness_value,1.0,0.43
wrong_true_all_10,doc_informativeness_value,2.0,0.12
wrong_true_politifact_5,doc_informativeness_value,-2.0,0.04
wrong_true_politifact_5,doc_informativeness_value,-1.0,0.16
wrong_true_politifact_5,doc_informativeness_value,0.0,0.32
wrong_true_politifact_5,doc_informativeness_value,1.0,0.38
wrong_true_politifact_5,doc_informativeness_value,2.0,0.1
correct_false_abc_5,doc_accesses,1.0,1.0
correct_false_abc_5,doc_accesses,2.0,0.02
correct_false_all_10,doc_accesses,1.0,0.99
correct_false_all_10,doc_accesses,2.0,0.01
correct_false_all_10,doc_accesses,3.0,0.01
correct_false_politifact_5,doc_accesses,1.0,0.98
correct_false_politifact_5,doc_accesses,3.0,0.02
correct_true_abc_5,doc_accesses,1.0,0.96
correct_true_abc_5,doc_accesses,2.0,0.04
correct_true_all_10,doc_accesses,1.0,0.97
correct_true_all_10,doc_accesses,2.0,0.03
correct_true_politifact_5,doc_accesses,1.0,0.98
correct_true_politifact_5,doc_accesses,2.0,0.02
wrong_false_abc_5,doc_accesses,1.0,0.96
wrong_false_abc_5,doc_accesses,2.0,0.04
wrong_false_all_10,doc_accesses,1.0,0.97
wrong_false_all_10,doc_accesses,2.0,0.02
wrong_false_politifact_5,doc_accesses,1.0,1.0
wrong_true_abc_5,doc_accesses,1.0,0.98
wrong_true_abc_5,doc_accesses,2.0,0.02
wrong_true_all_10,doc_accesses,1.0,0.96
wrong_true_all_10,doc_accesses,2.0,0.04
wrong_true_politifact_5,doc_accesses,1.0,0.96
wrong_true_politifact_5,doc_accesses,2.0,0.04
correct_false_abc_5,doc_overall-truthfulness_url,auspolstats.com,0.02
correct_false_abc_5,doc_overall-truthfulness_url,delimiter.com.au,0.02
correct_false_abc_5,doc_overall-truthfulness_url,en.wikipedia.org,0.12
correct_false_abc_5,doc_overall-truthfulness_url,thewest.com.au,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.anao.gov.au,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.asrc.org.au,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.bbc.com,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.brennancenter.org,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.britannica.com,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.channel4.com,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.coursehero.com,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.heraldsun.com.au,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.imdb.com,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.itsagodthingproductions777.com,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.itwire.com,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.khou.com,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.news.com.au,0.04
correct_false_abc_5,doc_overall-truthfulness_url,www.ratemyprofessors.com,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.smh.com.au,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.theaustralian.com.au,0.02
correct_false_abc_5,doc_overall-truthfulness_url,www.theguardian.com,0.06
correct_false_abc_5,doc_overall-truthfulness_url,www.youtube.com,0.44
correct_false_all_10,doc_overall-truthfulness_url,archive.jsonline.com,0.03
correct_false_all_10,doc_overall-truthfulness_url,auspolstats.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,dailycaller.com,0.04
correct_false_all_10,doc_overall-truthfulness_url,delimiter.com.au,0.01
correct_false_all_10,doc_overall-truthfulness_url,en.m.wikipedia.org,0.01
correct_false_all_10,doc_overall-truthfulness_url,en.wikipedia.org,0.08
correct_false_all_10,doc_overall-truthfulness_url,fox6now.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,issuu.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,lovebrainyquote.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,madison.com,0.05
correct_false_all_10,doc_overall-truthfulness_url,menrec.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,pilotonline.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,rigel.com.sg,0.01
correct_false_all_10,doc_overall-truthfulness_url,thewest.com.au,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.anao.gov.au,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.asrc.org.au,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.atr.org,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.bbc.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.brennancenter.org,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.britannica.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.channel4.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.coursehero.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.csmonitor.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.dmme.virginia.gov,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.engadget.com,0.02
correct_false_all_10,doc_overall-truthfulness_url,www.factcheck.org,0.02
correct_false_all_10,doc_overall-truthfulness_url,www.forbes.com,0.02
correct_false_all_10,doc_overall-truthfulness_url,www.heraldsun.com.au,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.huffpost.com,0.02
correct_false_all_10,doc_overall-truthfulness_url,www.imdb.com,0.02
correct_false_all_10,doc_overall-truthfulness_url,www.itsagodthingproductions777.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.itwire.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.jsonline.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.khou.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.marilynburnsmathblog.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.news.com.au,0.02
correct_false_all_10,doc_overall-truthfulness_url,www.newsmax.com,0.03
correct_false_all_10,doc_overall-truthfulness_url,www.nytimes.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.pilotonline.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.ratemyprofessors.com,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.republicanviews.org,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.smh.com.au,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.tampabay.com,0.02
correct_false_all_10,doc_overall-truthfulness_url,www.theaustralian.com.au,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.theguardian.com,0.03
correct_false_all_10,doc_overall-truthfulness_url,www.washingtonpost.com,0.04
correct_false_all_10,doc_overall-truthfulness_url,www.wifrw.org,0.01
correct_false_all_10,doc_overall-truthfulness_url,www.youtube.com,0.24
correct_false_politifact_5,doc_overall-truthfulness_url,archive.jsonline.com,0.06
correct_false_politifact_5,doc_overall-truthfulness_url,dailycaller.com,0.08
correct_false_politifact_5,doc_overall-truthfulness_url,en.m.wikipedia.org,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,en.wikipedia.org,0.04
correct_false_politifact_5,doc_overall-truthfulness_url,fox6now.com,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,issuu.com,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,lovebrainyquote.com,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,madison.com,0.1
correct_false_politifact_5,doc_overall-truthfulness_url,menrec.com,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,pilotonline.com,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,rigel.com.sg,0.02
correct_false_politifact_5,doc_overall-truthfulness_url,www.atr.org,0.02
